"No.","Time","Source","Destination","Protocol","Length","Info"
"1921","9.681802","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1922","9.681802","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1923","9.681802","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1924","9.681802","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
"1925","9.682217","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1926","9.682439","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1927","9.682566","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1928","9.682647","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1929","9.682826","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1930","9.682889","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1931","9.682986","192.168.0.22","144.195.37.36","UDP","1078","61261  >  8801 Len=1036"
"1932","9.684520","144.195.37.36","192.168.0.22","UDP","1078","8801  >  61261 Len=1036"
